,中华人民共和国,0,,1645349604927082496,0,0,,1,7270
140932000000,偏关县,3,,1645349701777756167,0,0,1645349634211713024,714,715
140971000000,五台山风景名胜区,3,,1645349701777756168,0,0,1645349634211713024,716,717
140981000000,原平市,3,,1645349701777756169,0,0,1645349634211713024,718,719
510100000000,成都市,2,,1645349703778439168,0,0,1645349607489802240,5223,5266
510300000000,自贡市,2,,1645349703778439169,0,0,1645349607489802240,5267,5282
510400000000,攀枝花市,2,,1645349703778439170,0,0,1645349607489802240,5283,5296
510500000000,泸州市,2,,1645349703778439171,0,0,1645349607489802240,5297,5314
510600000000,德阳市,2,,1645349703778439172,0,0,1645349607489802240,5315,5330
510700000000,绵阳市,2,,1645349703778439173,0,0,1645349607489802240,5331,5352
510800000000,广元市,2,,1645349703778439174,0,0,1645349607489802240,5353,5370
510900000000,遂宁市,2,,1645349703778439175,0,0,1645349607489802240,5371,5384
511000000000,内江市,2,,1645349703778439176,0,0,1645349607489802240,5385,5398
511100000000,乐山市,2,,1645349703778439177,0,0,1645349607489802240,5399,5424
511300000000,南充市,2,,1645349703778439178,0,0,1645349607489802240,5425,5446
511400000000,眉山市,2,,1645349703778439179,0,0,1645349607489802240,5447,5462
511500000000,宜宾市,2,,1645349703782633472,0,0,1645349607489802240,5463,5486
511600000000,广安市,2,,1645349703782633473,0,0,1645349607489802240,5487,5502
511700000000,达州市,2,,1645349703782633474,0,0,1645349607489802240,5503,5520
511800000000,雅安市,2,,1645349703782633475,0,0,1645349607489802240,5521,5540
511900000000,巴中市,2,,1645349703782633476,0,0,1645349607489802240,5541,5554
512000000000,资阳市,2,,1645349703782633477,0,0,1645349607489802240,5555,5564
513200000000,阿坝藏族羌族自治州,2,,1645349703782633478,0,0,1645349607489802240,5565,5592
513300000000,甘孜藏族自治州,2,,1645349703782633479,0,0,1645349607489802240,5593,5630
513400000000,凉山彝族自治州,2,,1645349703782633480,0,0,1645349607489802240,5631,5666
141001000000,市辖区,3,,1645349706336964608,0,0,1645349634211713025,722,723
141002000000,尧都区,3,,1645349706336964609,0,0,1645349634211713025,724,725
141021000000,曲沃县,3,,1645349706341158912,0,0,1645349634211713025,726,727
141022000000,翼城县,3,,1645349706341158913,0,0,1645349634211713025,728,729
141023000000,襄汾县,3,,1645349706341158914,0,0,1645349634211713025,730,731
141024000000,洪洞县,3,,1645349706341158915,0,0,1645349634211713025,732,733
141025000000,古县,3,,1645349706341158916,0,0,1645349634211713025,734,735
141026000000,安泽县,3,,1645349706341158917,0,0,1645349634211713025,736,737
141027000000,浮山县,3,,1645349706341158918,0,0,1645349634211713025,738,739
141028000000,吉县,3,,1645349706341158919,0,0,1645349634211713025,740,741
141029000000,乡宁县,3,,1645349706341158920,0,0,1645349634211713025,742,743
141030000000,大宁县,3,,1645349706341158921,0,0,1645349634211713025,744,745
141031000000,隰县,3,,1645349706341158922,0,0,1645349634211713025,746,747
141032000000,永和县,3,,1645349706341158923,0,0,1645349634211713025,748,749
141033000000,蒲县,3,,1645349706341158924,0,0,1645349634211713025,750,751
141034000000,汾西县,3,,1645349706341158925,0,0,1645349634211713025,752,753
141081000000,侯马市,3,,1645349706341158926,0,0,1645349634211713025,754,755
141082000000,霍州市,3,,1645349706341158927,0,0,1645349634211713025,756,757
520100000000,贵阳市,2,,1645349708320870400,0,0,1645349607489802241,5669,5692
520200000000,六盘水市,2,,1645349708320870401,0,0,1645349607489802241,5693,5702
520300000000,遵义市,2,,1645349708320870402,0,0,1645349607489802241,5703,5734
520400000000,安顺市,2,,1645349708320870403,0,0,1645349607489802241,5735,5750
520500000000,毕节市,2,,1645349708320870404,0,0,1645349607489802241,5751,5770
520600000000,铜仁市,2,,1645349708320870405,0,0,1645349607489802241,5771,5794
522300000000,黔西南布依族苗族自治州,2,,1645349708320870406,0,0,1645349607489802241,5795,5812
522600000000,黔东南苗族侗族自治州,2,,1645349708320870407,0,0,1645349607489802241,5813,5846
522700000000,黔南布依族苗族自治州,2,,1645349708320870408,0,0,1645349607489802241,5847,5872
141101000000,市辖区,3,,1645349709872762880,0,0,1645349634211713026,760,761
141102000000,离石区,3,,1645349709872762881,0,0,1645349634211713026,762,763
141121000000,文水县,3,,1645349709872762882,0,0,1645349634211713026,764,765
141122000000,交城县,3,,1645349709872762883,0,0,1645349634211713026,766,767
141123000000,兴县,3,,1645349709872762884,0,0,1645349634211713026,768,769
141124000000,临县,3,,1645349709872762885,0,0,1645349634211713026,770,771
141125000000,柳林县,3,,1645349709872762886,0,0,1645349634211713026,772,773
141126000000,石楼县,3,,1645349709872762887,0,0,1645349634211713026,774,775
141127000000,岚县,3,,1645349709872762888,0,0,1645349634211713026,776,777
141128000000,方山县,3,,1645349709881151488,0,0,1645349634211713026,778,779
141129000000,中阳县,3,,1645349709881151489,0,0,1645349634211713026,780,781
141130000000,交口县,3,,1645349709881151490,0,0,1645349634211713026,782,783
141181000000,孝义市,3,,1645349709881151491,0,0,1645349634211713026,784,785
141182000000,汾阳市,3,,1645349709881151492,0,0,1645349634211713026,786,787
530100000000,昆明市,2,,1645349711722450944,0,0,1645349607489802242,5875,5906
530300000000,曲靖市,2,,1645349711726645248,0,0,1645349607489802242,5907,5928
530400000000,玉溪市,2,,1645349711726645249,0,0,1645349607489802242,5929,5950
530500000000,保山市,2,,1645349711726645250,0,0,1645349607489802242,5951,5964
530600000000,昭通市,2,,1645349711726645251,0,0,1645349607489802242,5965,5990
530700000000,丽江市,2,,1645349711726645252,0,0,1645349607489802242,5991,6004
530800000000,普洱市,2,,1645349711726645253,0,0,1645349607489802242,6005,6028
530900000000,临沧市,2,,1645349711726645254,0,0,1645349607489802242,6029,6048
532300000000,楚雄彝族自治州,2,,1645349711726645255,0,0,1645349607489802242,6049,6070
532500000000,红河哈尼族彝族自治州,2,,1645349711726645256,0,0,1645349607489802242,6071,6098
532600000000,文山壮族苗族自治州,2,,1645349711726645257,0,0,1645349607489802242,6099,6116
532800000000,西双版纳傣族自治州,2,,1645349711726645258,0,0,1645349607489802242,6117,6124
532900000000,大理白族自治州,2,,1645349711726645259,0,0,1645349607489802242,6125,6150
533100000000,德宏傣族景颇族自治州,2,,1645349711726645260,0,0,1645349607489802242,6151,6162
533300000000,怒江傈僳族自治州,2,,1645349711726645261,0,0,1645349607489802242,6163,6172
533400000000,迪庆藏族自治州,2,,1645349711726645262,0,0,1645349607489802242,6173,6180
150101000000,市辖区,3,,1645349713861545984,0,0,1645349638284382208,792,793
150102000000,新城区,3,,1645349713861545985,0,0,1645349638284382208,794,795
150103000000,回民区,3,,1645349713861545986,0,0,1645349638284382208,796,797
150104000000,玉泉区,3,,1645349713861545987,0,0,1645349638284382208,798,799
150105000000,赛罕区,3,,1645349713861545988,0,0,1645349638284382208,800,801
150121000000,土默特左旗,3,,1645349713861545989,0,0,1645349638284382208,802,803
150122000000,托克托县,3,,1645349713861545990,0,0,1645349638284382208,804,805
150123000000,和林格尔县,3,,1645349713861545991,0,0,1645349638284382208,806,807
150124000000,清水河县,3,,1645349713861545992,0,0,1645349638284382208,808,809
150125000000,武川县,3,,1645349713861545993,0,0,1645349638284382208,810,811
150172000000,呼和浩特经济技术开发区,3,,1645349713861545994,0,0,1645349638284382208,812,813
540100000000,拉萨市,2,,1645349715635736576,0,0,1645349607489802243,6183,6210
540200000000,日喀则市,2,,1645349715635736577,0,0,1645349607489802243,6211,6248
540300000000,昌都市,2,,1645349715635736578,0,0,1645349607489802243,6249,6272
540400000000,林芝市,2,,1645349715635736579,0,0,1645349607489802243,6273,6288
540500000000,山南市,2,,1645349715635736580,0,0,1645349607489802243,6289,6316
540600000000,那曲市,2,,1645349715635736581,0,0,1645349607489802243,6317,6340
542500000000,阿里地区,2,,1645349715635736582,0,0,1645349607489802243,6341,6356
150201000000,市辖区,3,,1645349716998885376,0,0,1645349638292770816,816,817
150202000000,东河区,3,,1645349716998885377,0,0,1645349638292770816,818,819
150203000000,昆都仑区,3,,1645349716998885378,0,0,1645349638292770816,820,821
150204000000,青山区,3,,1645349716998885379,0,0,1645349638292770816,822,823
150205000000,石拐区,3,,1645349716998885380,0,0,1645349638292770816,824,825
150206000000,白云鄂博矿区,3,,1645349717003079680,0,0,1645349638292770816,826,827
150207000000,九原区,3,,1645349717003079681,0,0,1645349638292770816,828,829
150221000000,土默特右旗,3,,1645349717003079682,0,0,1645349638292770816,830,831
150222000000,固阳县,3,,1645349717003079683,0,0,1645349638292770816,832,833
150223000000,达尔罕茂明安联合旗,3,,1645349717003079684,0,0,1645349638292770816,834,835
150271000000,包头稀土高新技术产业开发区,3,,1645349717003079685,0,0,1645349638292770816,836,837
610100000000,西安市,2,,1645349718580137984,0,0,1645349607493996544,6359,6388
610200000000,铜川市,2,,1645349718584332288,0,0,1645349607493996544,6389,6400
610300000000,宝鸡市,2,,1645349718584332289,0,0,1645349607493996544,6401,6428
610400000000,咸阳市,2,,1645349718584332290,0,0,1645349607493996544,6429,6460
610500000000,渭南市,2,,1645349718584332291,0,0,1645349607493996544,6461,6486
610600000000,延安市,2,,1645349718584332292,0,0,1645349607493996544,6487,6516
610700000000,汉中市,2,,1645349718584332293,0,0,1645349607493996544,6517,6542
610800000000,榆林市,2,,1645349718584332294,0,0,1645349607493996544,6543,6570
610900000000,安康市,2,,1645349718584332295,0,0,1645349607493996544,6571,6594
611000000000,商洛市,2,,1645349718584332296,0,0,1645349607493996544,6595,6612
150301000000,市辖区,3,,1645349720220110848,0,0,1645349638292770817,840,841
150302000000,海勃湾区,3,,1645349720224305152,0,0,1645349638292770817,842,843
150303000000,海南区,3,,1645349720224305153,0,0,1645349638292770817,844,845
150304000000,乌达区,3,,1645349720224305154,0,0,1645349638292770817,846,847
620100000000,兰州市,2,,1645349721306435584,0,0,1645349607493996545,6615,6636
620200000000,嘉峪关市,2,,1645349721306435585,0,0,1645349607493996545,6637,6640
620300000000,金昌市,2,,1645349721306435586,0,0,1645349607493996545,6641,6648
620400000000,白银市,2,,1645349721306435587,0,0,1645349607493996545,6649,6662
620500000000,天水市,2,,1645349721306435588,0,0,1645349607493996545,6663,6680
620600000000,武威市,2,,1645349721306435589,0,0,1645349607493996545,6681,6692
620700000000,张掖市,2,,1645349721306435590,0,0,1645349607493996545,6693,6708
620800000000,平凉市,2,,1645349721306435591,0,0,1645349607493996545,6709,6726
620900000000,酒泉市,2,,1645349721306435592,0,0,1645349607493996545,6727,6744
621000000000,庆阳市,2,,1645349721306435593,0,0,1645349607493996545,6745,6764
621100000000,定西市,2,,1645349721306435594,0,0,1645349607493996545,6765,6782
621200000000,陇南市,2,,1645349721306435595,0,0,1645349607493996545,6783,6804
622900000000,临夏回族自治州,2,,1645349721306435596,0,0,1645349607493996545,6805,6822
623000000000,甘南藏族自治州,2,,1645349721306435597,0,0,1645349607493996545,6823,6840
150401000000,市辖区,3,,1645349723210649600,0,0,1645349638292770818,850,851
150402000000,红山区,3,,1645349723210649601,0,0,1645349638292770818,852,853
150403000000,元宝山区,3,,1645349723210649602,0,0,1645349638292770818,854,855
150404000000,松山区,3,,1645349723210649603,0,0,1645349638292770818,856,857
150421000000,阿鲁科尔沁旗,3,,1645349723210649604,0,0,1645349638292770818,858,859
150422000000,巴林左旗,3,,1645349723210649605,0,0,1645349638292770818,860,861
150423000000,巴林右旗,3,,1645349723210649606,0,0,1645349638292770818,862,863
150424000000,林西县,3,,1645349723210649607,0,0,1645349638292770818,864,865
150425000000,克什克腾旗,3,,1645349723210649608,0,0,1645349638292770818,866,867
150426000000,翁牛特旗,3,,1645349723210649609,0,0,1645349638292770818,868,869
150428000000,喀喇沁旗,3,,1645349723210649610,0,0,1645349638292770818,870,871
150429000000,宁城县,3,,1645349723210649611,0,0,1645349638292770818,872,873
150430000000,敖汉旗,3,,1645349723210649612,0,0,1645349638292770818,874,875
630100000000,西宁市,2,,1645349724921925632,0,0,1645349607493996546,6843,6860
630200000000,海东市,2,,1645349724921925633,0,0,1645349607493996546,6861,6874
632200000000,海北藏族自治州,2,,1645349724921925634,0,0,1645349607493996546,6875,6884
632300000000,黄南藏族自治州,2,,1645349724921925635,0,0,1645349607493996546,6885,6894
632500000000,海南藏族自治州,2,,1645349724926119936,0,0,1645349607493996546,6895,6906
632600000000,果洛藏族自治州,2,,1645349724926119937,0,0,1645349607493996546,6907,6920
632700000000,玉树藏族自治州,2,,1645349724926119938,0,0,1645349607493996546,6921,6934
632800000000,海西蒙古族藏族自治州,2,,1645349724926119939,0,0,1645349607493996546,6935,6950
150501000000,市辖区,3,,1645349726377349120,0,0,1645349638292770819,878,879
150502000000,科尔沁区,3,,1645349726381543424,0,0,1645349638292770819,880,881
150521000000,科尔沁左翼中旗,3,,1645349726381543425,0,0,1645349638292770819,882,883
150522000000,科尔沁左翼后旗,3,,1645349726381543426,0,0,1645349638292770819,884,885
150523000000,开鲁县,3,,1645349726381543427,0,0,1645349638292770819,886,887
150524000000,库伦旗,3,,1645349726381543428,0,0,1645349638292770819,888,889
150525000000,奈曼旗,3,,1645349726381543429,0,0,1645349638292770819,890,891
150526000000,扎鲁特旗,3,,1645349726381543430,0,0,1645349638292770819,892,893
150571000000,通辽经济技术开发区,3,,1645349726381543431,0,0,1645349638292770819,894,895
150581000000,霍林郭勒市,3,,1645349726381543432,0,0,1645349638292770819,896,897
640100000000,银川市,2,,1645349727933435904,0,0,1645349607493996547,6953,6968
640200000000,石嘴山市,2,,1645349727933435905,0,0,1645349607493996547,6969,6978
640300000000,吴忠市,2,,1645349727933435906,0,0,1645349607493996547,6979,6992
640400000000,固原市,2,,1645349727933435907,0,0,1645349607493996547,6993,7006
640500000000,中卫市,2,,1645349727937630208,0,0,1645349607493996547,7007,7016
150601000000,市辖区,3,,1645349729057509376,0,0,1645349638292770820,900,901
150602000000,东胜区,3,,1645349729057509377,0,0,1645349638292770820,902,903
150603000000,康巴什区,3,,1645349729057509378,0,0,1645349638292770820,904,905
150621000000,达拉特旗,3,,1645349729057509379,0,0,1645349638292770820,906,907
150622000000,准格尔旗,3,,1645349729057509380,0,0,1645349638292770820,908,909
150623000000,鄂托克前旗,3,,1645349729057509381,0,0,1645349638292770820,910,911
150624000000,鄂托克旗,3,,1645349729057509382,0,0,1645349638292770820,912,913
150625000000,杭锦旗,3,,1645349729057509383,0,0,1645349638292770820,914,915
150626000000,乌审旗,3,,1645349729057509384,0,0,1645349638292770820,916,917
150627000000,伊金霍洛旗,3,,1645349729057509385,0,0,1645349638292770820,918,919
650100000000,乌鲁木齐市,2,,1645349730768785408,0,0,1645349607493996548,7019,7038
650200000000,克拉玛依市,2,,1645349730768785409,0,0,1645349607493996548,7039,7050
650400000000,吐鲁番市,2,,1645349730768785410,0,0,1645349607493996548,7051,7058
650500000000,哈密市,2,,1645349730768785411,0,0,1645349607493996548,7059,7066
652300000000,昌吉回族自治州,2,,1645349730768785412,0,0,1645349607493996548,7067,7082
652700000000,博尔塔拉蒙古自治州,2,,1645349730768785413,0,0,1645349607493996548,7083,7092
652800000000,巴音郭楞蒙古自治州,2,,1645349730772979712,0,0,1645349607493996548,7093,7114
652900000000,阿克苏地区,2,,1645349730772979713,0,0,1645349607493996548,7115,7134
653000000000,克孜勒苏柯尔克孜自治州,2,,1645349730772979714,0,0,1645349607493996548,7135,7144
653100000000,喀什地区,2,,1645349730772979715,0,0,1645349607493996548,7145,7170
653200000000,和田地区,2,,1645349730772979716,0,0,1645349607493996548,7171,7188
654000000000,伊犁哈萨克自治州,2,,1645349730772979717,0,0,1645349607493996548,7189,7212
654200000000,塔城地区,2,,1645349730772979718,0,0,1645349607493996548,7213,7228
654300000000,阿勒泰地区,2,,1645349730772979719,0,0,1645349607493996548,7229,7244
659000000000,自治区直辖县级行政区划,2,,1645349730772979720,0,0,1645349607493996548,7245,7268
150701000000,市辖区,3,,1645349732572336128,0,0,1645349638292770821,922,923
150702000000,海拉尔区,3,,1645349732572336129,0,0,1645349638292770821,924,925
150703000000,扎赉诺尔区,3,,1645349732572336130,0,0,1645349638292770821,926,927
150721000000,阿荣旗,3,,1645349732572336131,0,0,1645349638292770821,928,929
150722000000,莫力达瓦达斡尔族自治旗,3,,1645349732572336132,0,0,1645349638292770821,930,931
150723000000,鄂伦春自治旗,3,,1645349732572336133,0,0,1645349638292770821,932,933
150724000000,鄂温克族自治旗,3,,1645349732572336134,0,0,1645349638292770821,934,935
150725000000,陈巴尔虎旗,3,,1645349732572336135,0,0,1645349638292770821,936,937
150726000000,新巴尔虎左旗,3,,1645349732572336136,0,0,1645349638292770821,938,939
150727000000,新巴尔虎右旗,3,,1645349732572336137,0,0,1645349638292770821,940,941
150781000000,满洲里市,3,,1645349732572336138,0,0,1645349638292770821,942,943
150782000000,牙克石市,3,,1645349732572336139,0,0,1645349638292770821,944,945
150783000000,扎兰屯市,3,,1645349732572336140,0,0,1645349638292770821,946,947
150784000000,额尔古纳市,3,,1645349732572336141,0,0,1645349638292770821,948,949
150785000000,根河市,3,,1645349732572336142,0,0,1645349638292770821,950,951
150801000000,市辖区,3,,1645349734593990656,0,0,1645349638292770822,954,955
150802000000,临河区,3,,1645349734593990657,0,0,1645349638292770822,956,957
150821000000,五原县,3,,1645349734593990658,0,0,1645349638292770822,958,959
150822000000,磴口县,3,,1645349734593990659,0,0,1645349638292770822,960,961
150823000000,乌拉特前旗,3,,1645349734593990660,0,0,1645349638292770822,962,963
150824000000,乌拉特中旗,3,,1645349734593990661,0,0,1645349638292770822,964,965
150825000000,乌拉特后旗,3,,1645349734593990662,0,0,1645349638292770822,966,967
150826000000,杭锦后旗,3,,1645349734593990663,0,0,1645349638292770822,968,969
150901000000,市辖区,3,,1645349736011665408,0,0,1645349638292770823,972,973
150902000000,集宁区,3,,1645349736015859712,0,0,1645349638292770823,974,975
150921000000,卓资县,3,,1645349736015859713,0,0,1645349638292770823,976,977
150922000000,化德县,3,,1645349736015859714,0,0,1645349638292770823,978,979
150923000000,商都县,3,,1645349736015859715,0,0,1645349638292770823,980,981
150924000000,兴和县,3,,1645349736015859716,0,0,1645349638292770823,982,983
150925000000,凉城县,3,,1645349736015859717,0,0,1645349638292770823,984,985
150926000000,察哈尔右翼前旗,3,,1645349736015859718,0,0,1645349638292770823,986,987
150927000000,察哈尔右翼中旗,3,,1645349736015859719,0,0,1645349638292770823,988,989
150928000000,察哈尔右翼后旗,3,,1645349736015859720,0,0,1645349638292770823,990,991
150929000000,四子王旗,3,,1645349736015859721,0,0,1645349638292770823,992,993
150981000000,丰镇市,3,,1645349736015859722,0,0,1645349638292770823,994,995
152201000000,乌兰浩特市,3,,1645349737576140800,0,0,1645349638292770824,998,999
152202000000,阿尔山市,3,,1645349737580335104,0,0,1645349638292770824,1000,1001
152221000000,科尔沁右翼前旗,3,,1645349737580335105,0,0,1645349638292770824,1002,1003
152222000000,科尔沁右翼中旗,3,,1645349737580335106,0,0,1645349638292770824,1004,1005
152223000000,扎赉特旗,3,,1645349737580335107,0,0,1645349638292770824,1006,1007
152224000000,突泉县,3,,1645349737580335108,0,0,1645349638292770824,1008,1009
152501000000,二连浩特市,3,,1645349738863792128,0,0,1645349638292770825,1012,1013
152502000000,锡林浩特市,3,,1645349738863792129,0,0,1645349638292770825,1014,1015
152522000000,阿巴嘎旗,3,,1645349738863792130,0,0,1645349638292770825,1016,1017
152523000000,苏尼特左旗,3,,1645349738863792131,0,0,1645349638292770825,1018,1019
152524000000,苏尼特右旗,3,,1645349738863792132,0,0,1645349638292770825,1020,1021
152525000000,东乌珠穆沁旗,3,,1645349738863792133,0,0,1645349638292770825,1022,1023
152526000000,西乌珠穆沁旗,3,,1645349738863792134,0,0,1645349638292770825,1024,1025
152527000000,太仆寺旗,3,,1645349738863792135,0,0,1645349638292770825,1026,1027
152528000000,镶黄旗,3,,1645349738863792136,0,0,1645349638292770825,1028,1029
152529000000,正镶白旗,3,,1645349738863792137,0,0,1645349638292770825,1030,1031
152530000000,正蓝旗,3,,1645349738863792138,0,0,1645349638292770825,1032,1033
152531000000,多伦县,3,,1645349738863792139,0,0,1645349638292770825,1034,1035
152571000000,乌拉盖管委会,3,,1645349738863792140,0,0,1645349638292770825,1036,1037
152921000000,阿拉善左旗,3,,1645349740566679552,0,0,1645349638292770826,1040,1041
152922000000,阿拉善右旗,3,,1645349740566679553,0,0,1645349638292770826,1042,1043
152923000000,额济纳旗,3,,1645349740566679554,0,0,1645349638292770826,1044,1045
152971000000,内蒙古阿拉善高新技术产业开发区,3,,1645349740566679555,0,0,1645349638292770826,1046,1047
210101000000,市辖区,3,,1645349741720113152,0,0,1645349641501413376,1052,1053
210102000000,和平区,3,,1645349741720113153,0,0,1645349641501413376,1054,1055
210103000000,沈河区,3,,1645349741720113154,0,0,1645349641501413376,1056,1057
210104000000,大东区,3,,1645349741720113155,0,0,1645349641501413376,1058,1059
210105000000,皇姑区,3,,1645349741720113156,0,0,1645349641501413376,1060,1061
210106000000,铁西区,3,,1645349741720113157,0,0,1645349641501413376,1062,1063
210111000000,苏家屯区,3,,1645349741720113158,0,0,1645349641501413376,1064,1065
210112000000,浑南区,3,,1645349741724307456,0,0,1645349641501413376,1066,1067
210113000000,沈北新区,3,,1645349741724307457,0,0,1645349641501413376,1068,1069
210114000000,于洪区,3,,1645349741724307458,0,0,1645349641501413376,1070,1071
210115000000,辽中区,3,,1645349741724307459,0,0,1645349641501413376,1072,1073
210123000000,康平县,3,,1645349741724307460,0,0,1645349641501413376,1074,1075
210124000000,法库县,3,,1645349741724307461,0,0,1645349641501413376,1076,1077
210181000000,新民市,3,,1645349741724307462,0,0,1645349641501413376,1078,1079
210201000000,市辖区,3,,1645349743657881600,0,0,1645349641501413377,1082,1083
210202000000,中山区,3,,1645349743657881601,0,0,1645349641501413377,1084,1085
210203000000,西岗区,3,,1645349743657881602,0,0,1645349641501413377,1086,1087
210204000000,沙河口区,3,,1645349743657881603,0,0,1645349641501413377,1088,1089
210211000000,甘井子区,3,,1645349743657881604,0,0,1645349641501413377,1090,1091
210212000000,旅顺口区,3,,1645349743657881605,0,0,1645349641501413377,1092,1093
210213000000,金州区,3,,1645349743657881606,0,0,1645349641501413377,1094,1095
210214000000,普兰店区,3,,1645349743657881607,0,0,1645349641501413377,1096,1097
210224000000,长海县,3,,1645349743662075904,0,0,1645349641501413377,1098,1099
210281000000,瓦房店市,3,,1645349743662075905,0,0,1645349641501413377,1100,1101
210283000000,庄河市,3,,1645349743662075906,0,0,1645349641501413377,1102,1103
210301000000,市辖区,3,,1645349745302048768,0,0,1645349641501413378,1106,1107
210302000000,铁东区,3,,1645349745302048769,0,0,1645349641501413378,1108,1109
210303000000,铁西区,3,,1645349745302048770,0,0,1645349641501413378,1110,1111
210304000000,立山区,3,,1645349745302048771,0,0,1645349641501413378,1112,1113
210311000000,千山区,3,,1645349745302048772,0,0,1645349641501413378,1114,1115
210321000000,台安县,3,,1645349745302048773,0,0,1645349641501413378,1116,1117
210323000000,岫岩满族自治县,3,,1645349745302048774,0,0,1645349641501413378,1118,1119
210381000000,海城市,3,,1645349745302048775,0,0,1645349641501413378,1120,1121
210401000000,市辖区,3,,1645349746585505792,0,0,1645349641505607680,1124,1125
210402000000,新抚区,3,,1645349746585505793,0,0,1645349641505607680,1126,1127
210403000000,东洲区,3,,1645349746585505794,0,0,1645349641505607680,1128,1129
210404000000,望花区,3,,1645349746589700096,0,0,1645349641505607680,1130,1131
210411000000,顺城区,3,,1645349746589700097,0,0,1645349641505607680,1132,1133
210421000000,抚顺县,3,,1645349746589700098,0,0,1645349641505607680,1134,1135
210422000000,新宾满族自治县,3,,1645349746589700099,0,0,1645349641505607680,1136,1137
210423000000,清原满族自治县,3,,1645349746589700100,0,0,1645349641505607680,1138,1139
210501000000,市辖区,3,,1645349747965431808,0,0,1645349641505607681,1142,1143
210502000000,平山区,3,,1645349747965431809,0,0,1645349641505607681,1144,1145
210503000000,溪湖区,3,,1645349747965431810,0,0,1645349641505607681,1146,1147
210504000000,明山区,3,,1645349747965431811,0,0,1645349641505607681,1148,1149
210505000000,南芬区,3,,1645349747965431812,0,0,1645349641505607681,1150,1151
210521000000,本溪满族自治县,3,,1645349747965431813,0,0,1645349641505607681,1152,1153
210522000000,桓仁满族自治县,3,,1645349747965431814,0,0,1645349641505607681,1154,1155
210601000000,市辖区,3,,1645349749185974272,0,0,1645349641505607682,1158,1159
210602000000,元宝区,3,,1645349749190168576,0,0,1645349641505607682,1160,1161
210603000000,振兴区,3,,1645349749190168577,0,0,1645349641505607682,1162,1163
210604000000,振安区,3,,1645349749190168578,0,0,1645349641505607682,1164,1165
210624000000,宽甸满族自治县,3,,1645349749190168579,0,0,1645349641505607682,1166,1167
210681000000,东港市,3,,1645349749190168580,0,0,1645349641505607682,1168,1169
210682000000,凤城市,3,,1645349749190168581,0,0,1645349641505607682,1170,1171
210701000000,市辖区,3,,1645349750742061056,0,0,1645349641505607683,1174,1175
210702000000,古塔区,3,,1645349750742061057,0,0,1645349641505607683,1176,1177
210703000000,凌河区,3,,1645349750742061058,0,0,1645349641505607683,1178,1179
210711000000,太和区,3,,1645349750742061059,0,0,1645349641505607683,1180,1181
210726000000,黑山县,3,,1645349750742061060,0,0,1645349641505607683,1182,1183
210727000000,义县,3,,1645349750742061061,0,0,1645349641505607683,1184,1185
210781000000,凌海市,3,,1645349750742061062,0,0,1645349641505607683,1186,1187
210782000000,北镇市,3,,1645349750742061063,0,0,1645349641505607683,1188,1189
210801000000,市辖区,3,,1645349752327507968,0,0,1645349641505607684,1192,1193
210802000000,站前区,3,,1645349752327507969,0,0,1645349641505607684,1194,1195
210803000000,西市区,3,,1645349752327507970,0,0,1645349641505607684,1196,1197
210804000000,鲅鱼圈区,3,,1645349752327507971,0,0,1645349641505607684,1198,1199
210811000000,老边区,3,,1645349752327507972,0,0,1645349641505607684,1200,1201
210881000000,盖州市,3,,1645349752327507973,0,0,1645349641505607684,1202,1203
210882000000,大石桥市,3,,1645349752327507974,0,0,1645349641505607684,1204,1205
210901000000,市辖区,3,,1645349753896177664,0,0,1645349641505607685,1208,1209
210902000000,海州区,3,,1645349753896177665,0,0,1645349641505607685,1210,1211
210903000000,新邱区,3,,1645349753896177666,0,0,1645349641505607685,1212,1213
210904000000,太平区,3,,1645349753896177667,0,0,1645349641505607685,1214,1215
210905000000,清河门区,3,,1645349753896177668,0,0,1645349641505607685,1216,1217
210911000000,细河区,3,,1645349753896177669,0,0,1645349641505607685,1218,1219
210921000000,阜新蒙古族自治县,3,,1645349753896177670,0,0,1645349641505607685,1220,1221
210922000000,彰武县,3,,1645349753900371968,0,0,1645349641505607685,1222,1223
211001000000,市辖区,3,,1645349755590676480,0,0,1645349641505607686,1226,1227
211002000000,白塔区,3,,1645349755590676481,0,0,1645349641505607686,1228,1229
211003000000,文圣区,3,,1645349755590676482,0,0,1645349641505607686,1230,1231
211004000000,宏伟区,3,,1645349755590676483,0,0,1645349641505607686,1232,1233
211005000000,弓长岭区,3,,1645349755590676484,0,0,1645349641505607686,1234,1235
211011000000,太子河区,3,,1645349755590676485,0,0,1645349641505607686,1236,1237
211021000000,辽阳县,3,,1645349755590676486,0,0,1645349641505607686,1238,1239
211081000000,灯塔市,3,,1645349755590676487,0,0,1645349641505607686,1240,1241
211101000000,市辖区,3,,1645349757348089856,0,0,1645349641505607687,1244,1245
211102000000,双台子区,3,,1645349757348089857,0,0,1645349641505607687,1246,1247
211103000000,兴隆台区,3,,1645349757348089858,0,0,1645349641505607687,1248,1249
211104000000,大洼区,3,,1645349757348089859,0,0,1645349641505607687,1250,1251
211122000000,盘山县,3,,1645349757348089860,0,0,1645349641505607687,1252,1253
211201000000,市辖区,3,,1645349758606381056,0,0,1645349641505607688,1256,1257
211202000000,银州区,3,,1645349758610575360,0,0,1645349641505607688,1258,1259
